id,subject,scene,quality,relevance,verified,script,objects,descriptions,actions,length
QNHM7,ID9V,Garage,7,7,Yes,"Person is running to get coffee from shelf, then starts smiling and puts cup of coffee on table.",coffee;cup;dish;glass;shelf;table,A person is running in a garage. They pick up a cup of coffee from a shelf and drink it before putting it on a table.,c106 6.50 13.90;c009 15.30 27.00;c109 10.10 19.20;c150 0.00 6.30;c009 10.10 19.10;c107 5.40 25.70;c106 5.00 26.00;c110 4.00 11.00;c118 5.70 25.60;c120 5.80 10.30;c119 19.50 25.10,26.00
96GC9,0KZ7,Basement (A room below the ground floor),6,7,Yes,Two people are playing a board game. One person is drinking coffee while the other person has a sandwich.,chair;coffee;cup;food;game;mug;sandwich;table,Person A and Person B are sitting at a table drinking coffe and playing a board game.;Two people play a game. One person drinks something and the other eats some food,c106 0.00 10.90;c009 6.70 14.40;c011 0.00 30.00;c156 7.20 19.30;c110 0.00 5.40;c107 0.00 13.20;c107 11.70 23.90;c069 6.90 12.50;c061 6.70 16.60;c109 6.90 14.80;c067 7.60 17.40;c059 0.00 30.00;c068 11.00 16.60,29.50
WREDC,P6LJ,Dining room,6,6,Yes,"A person puts down a glass on a table. The person smiles, and leaves the room.",cup;dish;table,A person is drinking from a cup before putting the cup on a table and walking away.,c009 15.20 24.00;c106 3.30 17.60;c107 2.30 21.30;c109 16.50 22.90;c119 14.90 22.90;c118 0.00 23.00;c110 0.00 12.00,26.04
FTG07,P6LJ,Bedroom,6,6,Yes,"The person opened the door and entered the dining room to take the dishes to the table.  The person the went back through the door way, and shut the door.",cup/glass/bottle;dish;door;table,"A person grabs a dish, then walks in and then back out a door. Then sets the dishes back down and leaves, then comes back again.;A person grabbed dishes opened the door left briefly and came back.",c008 8.50 17.10;c119 5.30 18.30;c009 21.60 40.70;c006 48.10 55.60;c118 5.30 35.50;c120 1.50 40.40;c119 28.90 48.30;c012 0.90 9.30;c110 5.00 9.60;c107 5.00 35.20;c097 12.80 18.30;c141 9.60 14.80;c141 12.30 19.20;c141 17.80 24.40,58.17
ZWE6N,P6LJ,Dining room,7,7,Yes,"A person takes a cup of coffee from the table. With the other hand, the person grasps a bag of clothes they find nearby.",bag;clothes;coffee;cup;glass;hand;table,A person takes a mug from the table and drinks from it. The person takes a bag and puts it back down.,c020 15.40 36.40;c107 2.20 37.70;c106 7.60 17.50;c009 32.90 39.00;c023 21.60 29.00;c022 30.70 36.00;c110 2.00 8.80,37.71
IKQLJ,Z68L,Bathroom,6,6,Yes,A person is sitting on the toilet with their laptop in their lap playing video games and drinking coffee.  While playing they hear running noises from the other room.,coffee;cup;doorway;game;laptop;video,A person sits on a toilet while browsing on a laptop and drinks a cup of coffee.,c107 0.00 8.00;c047 0.00 62.70;c051 10.60 55.80;c110 0.00 8.30;c049 4.30 14.30;c106 47.40 53.60;c154 54.30 61.80;c151 5.60 13.30;c109 47.70 55.50;c097 0.50 7.70;c052 8.70 57.10;c050 0.00 12.70,62.88
6AQVX,C7O9,Pantry,6,7,Yes,A person is standing in front of a kitchen pantry drinking a cup of coffee and reading the back of a bag of coffee beans.,bag;coffee;cup;food;glass,A person is standing in a doorway reading a bag and drinking a cup of coffee.,c106 6.90 29.40;c107 0.00 32.00;c020 0.00 32.00;c061 0.00 32.00,30.79
ANAR5,QB52,Recreation room / Man cave,6,7,Yes,A person is sitting in a chair while drinking and eating food from a bag.,bag;chair;cup;food,A person is sitting in a chair drinking coffee and eating food from a bag.,c106 0.00 7.90;c021 3.70 9.50;c059 0.00 31.00;c063 4.00 11.60;c156 3.10 11.60;c110 0.00 2.90;c109 1.20 6.40;c061 3.30 10.70;c107 0.00 7.10;c020 0.00 31.00,30.08
TIS3Z,HR43,Kitchen,6,7,Yes,A person is grasping a coffee cup and eating a sandwich while looking around in the refrigerator.,cup;dish;door;food;refrigerator;sandwich,A person is holding a dish with a sandwich on it and a cup. The person walks over the refrigerator and looks in it while moving items around. The person puts their cup in it and closes the door.,c065 1.30 34.00;c142 27.60 34.00;c107 0.00 30.10;c156 2.10 34.00;c006 28.50 34.00;c067 1.50 12.90;c143 0.00 5.60;c118 0.00 34.00;c109 13.00 31.10,32.96
7UQFM,P6LJ,Living room,6,6,Yes,"A person walks into a living room and puts their phone in their pocket, afterwards they start drinking from a glass.",bed;coffee;cup;floor;glass;groceries;phone;table,"A person walks into the room with their phone.  That same person puts their phone in their pocket and picks up a cup of coffee and drinks it.;A person is playing with their phone. They put the phone in their pocket, pick up a mug of coffee, and take a drink.",c106 18.80 30.60;c015 4.10 15.70;c016 6.00 11.00;c017 9.50 18.90;c107 14.80 32.50;c110 14.30 21.10;c009 27.60 32.70;c109 28.20 32.50,33.83
M0P0H,WG9D,Bedroom,6,6,Yes,A person is seen drinking while looking at their laptop. They open their laptop and connect their camera to it.,box;camera;glass,"Person standing, drinking from glass, looks at camera, looks down, picks up box, smiles at it.;a person drinks something and grabs a box",c040 3.30 11.00;c107 0.00 11.00;c106 0.00 6.10,9.79
KNX2Y,HJJ4,Kitchen,7,7,Yes,"A person in the kitchen, playing with a camera, they begin laughing holding food.",camera;chair;cup;food;glass;phone;picture;table,The person sat at a table taking pictures with a camera. The person set the camera down and picked up a glass of something from the table. They laughed while holding the glass.;A person holds a camera and takes pictures then picks up food and laughs before putting it on a table.,c015 0.00 3.40;c062 12.80 21.00;c009 11.30 16.80;c061 13.00 21.00;c149 13.00 21.00;c011 0.00 21.00;c087 0.00 15.10;c107 13.00 21.00;c017 12.00 16.80;c059 0.00 21.00;c016 0.00 16.00,20.00
YDTH0,CCI9,Living room,7,7,Yes,"A person is seen standing with their laptop. They then sit down on the sofa and start working on their laptop, putting a glass of water next to them",cup;glass;laptop;sofa;table;water,A person sits down holding a laptop covered with a blanket. They pick up a glass of water and put it on the table.,c052 0.00 36.00;c107 28.40 33.80;c123 0.00 36.00;c151 0.00 3.40;c110 26.20 31.70;c009 29.50 34.80,34.50
FO035,P6LJ,Living room,7,6,Yes,"A person is awakening from a nap on their sofa. Smiling, the person stretches, then reaches out to grab their mug of coffee.",blanket;coffee;couch;cup;head;lamp;pillow;sofa,"someone sitting on a couch then covering up with a blanket;A person runs over to their sofa and snuggles up with a blanket. They fluff a pillow behind their head. They fall asleep and awaken, at which point they gulp down some coffee.",c107 25.60 31.90;c146 20.60 28.40;c154 27.60 33.40;c150 29.40 34.00;c072 7.00 27.90;c106 26.20 32.60;c151 0.00 8.80,33.38
WBT2F,LTAC,Living room,6,7,Yes,"One person puts a towel in a cabinet, closes it, then starts drinking coffee.",cabinet;clothes;cup;door;glass;table;towel,A person folds a towel and opens a cabinet and puts the towel in then closes the door. Then they pick up a cup and drink from it.;Person folds a towel and puts it in a cabinet drawer then begins drinking out of a tea glass.,c106 12.20 32.00;c107 12.20 32.00;c112 7.70 15.30;c113 0.60 8.50;c033 0.00 13.00;c034 0.00 13.30;c006 7.40 16.20;c110 11.50 16.90;c000 0.00 10.20;c001 6.40 11.90,30.92
1SMZZ,BYF9,Home Office / Study (A room in a house used for work),7,6,Yes,The person was drinking sitting in their chair. While the person grabbed their pillow to lie down.,chair;cup/glass/bottle;pillow;shelf,A person is sitting in a chair drinking water then takes a pillow from the bed.,c079 18.20 25.00;c059 0.00 15.00;c154 10.90 17.20;c081 13.60 19.50;c106 3.30 12.30;c107 0.00 20.00;c076 19.00 25.00;c109 0.00 20.00,23.75
1UNXY,L4ZP,Hallway,6,6,Yes,Person walks down hallway while popping medicine in mouth and drinking a glass of water.  Person then stops in the hallway and straightens picture on the wall.  Person then starts tidying of the floor in the hallway by picking up clothes from the floor.,clothes;cup;floor;food;pill;shelf;water,"This person takes a pill, drinks something, then starts tidying up the floor.",c000 13.70 26.00;c004 13.70 24.40;c127 13.70 24.40;c106 1.00 6.50;c156 0.00 4.20;c082 9.00 16.20;c107 0.00 26.00,24.67
V95RI,DXDI,Hallway,7,7,Yes,A person is holding dishes and pouring liquid onto a pillow.,dish;floor;glass;pillow,A person is holding a glass and some dishes. The person begins pouring water onto a pillow on the floor.;Person standing in the hallway taking a glass of water and pouring water onto a pillow that is laying on the floor while holding a dish.,c118 0.00 23.00;c124 0.00 19.00;c107 0.00 23.00,22.21
MF09L,L4ZP,Kitchen,6,6,Yes,"Person opens cabinet, pulls out dishes, closes cabinet and sets the table in the ding room.  Person then fills glasses with water. Person then takes drink from water.  Person then pulls camera from pocket and takes a picture of the table.",bottle;cabinet;camera;cup;dish;glass;picture;table;water,"A person opens a cabinet, grabs a few dishes, and sets the table, then pours water in a cup.;A person is walking to a china cabinet and taking dishes out. They then pour water in a glass and take a picture of it.",c119 1.30 30.00;c113 0.00 10.50;c087 39.40 52.00;c118 30.10 40.80;c009 7.00 16.60;c120 0.00 29.50;c018 39.10 44.90;c109 10.10 15.60;c108 27.80 33.90;c110 7.50 12.00;c107 7.00 39.00;c106 32.00 37.00;c015 39.00 49.00;c016 39.00 49.00;c018 41.70 51.80;c109 0.00 50.00;c108 17.50 36.90;c112 0.30 47.00,51.33
WX4AP,BYF9,Bedroom,7,7,Yes,A person is playing on their laptop while drinking a glass of water. The person grabs a piece of food.,bed;cup;food;glass;laptop;table;water,A person is sitting at bed.  The person is on a laptop and takes a drink.,c106 9.50 16.50;c052 0.00 21.00;c107 7.90 18.60;c014 0.00 11.60;c051 0.00 21.00;c152 0.00 5.00;c011 0.00 21.00;c135 0.00 21.00;c110 8.20 12.80,20.50
LWP5F,UTMU,Garage,6,7,Yes,A person is seen grasping a sandwich eating it. The person begins opening a box and pulls out some clothes.,box;clothes;food;sandwich,A person is eating a sandwich.  The person is taking some clothes out of a box.,c040 13.40 32.00;c044 15.90 25.20;c065 0.00 17.60;c156 0.00 16.10;c041 14.20 20.00;c067 0.00 17.30;c002 14.40 32.00,30.54
MD6P2,PKND,Recreation room / Man cave,6,7,Yes,"A person is standing in the rec room grasping a bottle of medicine.  The person opens the medicine and pours it into a tablespoon.  After taking the medicine, the person closes the medicine and puts it back in a box.",box;food;medicine;spoon;table,"A person opens a bottle of medicine, pours some into a spoon, closes the medicine bottle and puts it into a box.",c039 14.00 29.80;c129 0.00 8.80;c128 0.00 5.80;c041 5.00 13.40;c128 5.10 22.30;c129 13.20 28.80;c156 7.00 13.00;c040 11.60 19.10;c012 9.60 29.30;c009 14.20 19.30,31.71
CD11G,ZSRZ,Kitchen,7,7,Yes,"A person is cooking food on a stove, then opening a refrigerator and eating in a kitchen.",dish;food;knob;pot;refrigerator;stove,"A person is cooking on the stove.  They then open the refrigerator and take a bite of food.;A person turns a knob and stirs a pot on a stove. The person then opens the refrigerator door and takes food out. The person takes a bite of the food, and closes the refrigerator.",c156 9.80 16.20;c143 5.00 11.90;c143 4.20 18.90;c147 0.00 7.70;c142 13.70 19.00;c118 1.80 9.00,17.92
HKM3R,2RTW,Living room,6,6,Yes,Two persons are taking turns playing a game on a laptop on a desk. They are also eating snacks.,food;laptop;table,Two people are playing checkers on their laptop while they eat chips.,c011 0.00 32.00;c051 0.00 32.00;c052 0.00 32.00;c156 0.00 32.00,31.00
X29NF,T7C3,Bedroom,6,7,Yes,A person is sneezing while taking a bit of a sandwich then watches themselves undress in front of a mirror.,bed;clothes;clothing;food;mirror;sandwich,"A person is sneezing while looking in the mirror. A person takes a bite of a sandwich, then takes off an article of clothing.;A person is sitting on a bed sneezing in front of a mirror.",c094 0.00 8.00;c065 13.40 23.40;c155 18.10 31.30;c156 13.40 23.60;c135 0.00 44.00;c096 0.00 44.00;c067 11.70 21.10;c153 1.00 15.90;c000 16.60 36.70;c003 30.10 36.00,42.79
HDX87,0KZ7,Laundry room,6,7,Yes,Two people walk into a laundry room. One person eats a sandwich while the other looks out a window.,food;sandwich;window,"A person is looking out the window, while another person is eating a sandwich.",c092 0.70 29.00;c065 0.40 29.00;c067 0.40 29.00;c156 0.70 29.00,28.42
9OH7W,M794,Living room,6,7,Yes,A person is tidying a blanket that is on a chair.  Then a person is eating something that a person gets out of a bag.,bag;blanket;chair;clothes;food;something,"This person is folding a blanket on a couch, then eats a snack.",c020 16.00 32.20;c021 16.10 22.60;c075 0.00 16.00;c156 21.30 31.50;c071 11.60 18.20,32.08
JISS4,D0RU,Entryway (A hall that is generally located at the entrance of a house),6,7,Yes,A person is laughing as they throw a pillow in the air then sit down and eat some food.,floor;food;pillow,A person laughs while throwing a pillow. Then they sit on the floor and eat some food.;a person stands by a door laughing throwing a pillow then sits on the floor and eats food,c080 0.00 9.50;c156 11.70 44.00;c149 0.00 2.90;c151 6.20 12.50;c125 10.70 44.00;c076 0.00 14.00,42.88
LH6LE,HR43,Kitchen,6,7,Yes,A person is in the kitchen and is seen eating a paper towel.  They are then seen holding some dishes then putting them away in the cabinet.,cabinet;dish;food;sandwich;shelf;towel,"A person opens a cabinet, and starts to put away dishes. A person then begins eating a sandwich.;Person walks into a kitchen eating a sandwich. Person opens a cabinet and places a dish on a shelf. Person closes cabinet.",c118 5.40 15.30;c033 0.00 31.00;c112 21.60 26.90;c119 15.20 22.00;c113 3.50 8.50;c081 8.70 15.20;c156 10.90 31.00;c120 5.60 12.20,29.58
RS3SQ,D0RU,Kitchen,6,4,Yes,A person is eating food from the refrigerator and then walking out the door in the dining room.,door;food;refrigerator,"Man opens up the refrigerator looking for something, then grabs something and pops it into his mouth.",c143 0.70 8.10;c156 13.20 20.30;c006 15.70 20.60;c062 12.90 17.90;c008 0.00 6.90,29.71
JLX1D,P6LJ,Living room,6,4,Yes,The person is standing by the window in the basement while eating crackers out of a box.,box;food;window,A person picks up a box of food from the coffee table and begins to eat while standing. They put the box down.,c040 1.60 47.20;c044 3.30 45.00;c156 2.60 46.20;c043 1.80 46.00;c042 1.80 46.20,48.04
